RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq%,MSinceMostRecentInqexcl7days%,PercentBadTrades,RegularDelqFlag,HigherUtilizationDelqRisk
Bad,69,428,3,94,49,,100,Unknown,7,8,23,3,8,Never,UpTo5,50,10,1,5,46,0.21739130434782608,0.23201856148491878,-113,0,0
Bad,63,75,11,50,31,Never,97,LastYear,6,5,32,1,22,Unknown,OneOrTwo,18,9,None,1,69,1.0869565217391304,0.4273504273504274,4,0,0
Good,62,190,4,80,29,Never,74,6-12months,5,5,31,3,45,Never,noInqueryMade,60,6,5OrMore,1,100,1.5625,0.23201856148491878,7,1,1
Bad,66,172,10,90,44,,100,Unknown,7,8,48,1,38,Unknown,OneOrTwo,65,10,1,5,82,0.21739130434782608,0.4273504273504274,9,0,1
Bad,55,189,19,81,35,OnceOrTwice,78,InLastMonth,0,2,42,0,44,Never,OneOrTwo,67,5,1,1,64,3.7037037037037033,0.23201856148491878,17,1,1
Bad,64,252,25,127,3,Never,100,Unknown,6,8,3,0,80,Unknown,unknown,33,3,None,0,100,0.21739130434782608,0.4273504273504274,0,0,0
Good,82,96,5,47,16,,100,Unknown,7,8,16,3,31,Never,unknown,15,4,1,0,67,0.21739130434782608,0.23201856148491878,0,0,0
Bad,66,200,4,9,2,,100,Unknown,7,8,15,1,50,Never,OneOrTwo,97,1,None,1,100,0.21739130434782608,0.23201856148491878,87,0,1
Bad,66,122,0,51,31,,100,Unknown,7,8,37,6,62,Never,Over10,40,5,3,2,82,0.21739130434782608,0.23201856148491878,17,0,0
Bad,84,450,16,142,8,Never,80,2years+,6,5,10,0,40,Never,noInqueryMade,11,3,None,0,100,0.6172839506172839,0.23201856148491878,20,1,0
Good,66,265,4,78,50,Never,88,6-12months,3,5,51,5,12,InLast6Months,UpTo5,24,7,1,3,39,1.5625,0.6896551724137931,2,1,0
Bad,62,96,4,62,8,Never,56,InLast6Months,4,2,9,1,22,Never,unknown,6,1,None,0,33,0.7575757575757576,0.23201856148491878,12,1,0
Bad,80,72,3,43,18,,100,Unknown,7,8,18,1,22,Never,noInqueryMade,42,3,None,0,57,0.21739130434782608,0.23201856148491878,0,0,0
Bad,62,164,1,51,31,,91,InLast6Months,4,6,32,2,28,Never,noInqueryMade,17,8,2,2,52,0.7575757575757576,0.23201856148491878,4,0,0
Good,70,418,6,102,19,,100,Unknown,7,8,19,5,21,Never,noInqueryMade,44,7,1,3,77,0.21739130434782608,0.23201856148491878,0,0,0
Good,61,173,2,96,16,OnceOrTwice,79,InLast6Months,4,5,19,2,21,Never,unknown,31,6,1,1,80,0.7575757575757576,0.23201856148491878,16,1,0
Good,85,89,13,55,13,,100,Unknown,7,8,14,0,29,InLast6Months,noInqueryMade,13,1,1,0,75,0.21739130434782608,0.6896551724137931,8,0,0
Bad,69,90,14,44,13,Never,100,Unknown,6,8,13,0,15,Never,unknown,79,6,1,1,89,0.21739130434782608,0.23201856148491878,0,0,1
Bad,69,193,12,150,36,,100,Unknown,7,8,8,0,6,Unknown,unknown,85,10,unknown,5,71,0.21739130434782608,0.4273504273504274,-350,0,1
Good,83,396,4,150,7,,100,Unknown,7,8,7,1,0,InLastMonth,OneOrTwo,45,2,unknown,1,40,0.21739130434782608,1.8181818181818181,0,0,0
Good,91,290,6,111,12,,100,Unknown,7,8,12,1,17,Unknown,noInqueryMade,0,1,unknown,0,13,0.21739130434782608,0.4273504273504274,0,0,0
Bad,70,88,7,42,14,Never,93,LastYear,6,2,16,2,67,Unknown,OneOrTwo,38,2,4,0,88,1.0869565217391304,0.4273504273504274,13,0,0
Bad,72,140,13,44,7,,100,Unknown,7,8,7,0,71,Unknown,unknown,82,2,1,1,100,0.21739130434782608,0.4273504273504274,0,0,1
Bad,69,266,5,93,22,OnceOrTwice,89,2years+,6,5,27,2,41,6-12months,unknown,27,6,1,1,67,0.6172839506172839,2.7027027027027026,19,1,0
Good,84,184,4,98,22,,100,Unknown,7,8,23,1,57,Never,OneOrTwo,6,2,unknown,0,50,0.21739130434782608,0.23201856148491878,5,0,0
Bad,64,57,11,39,10,Never,75,LastYear,6,5,13,1,42,Never,noInqueryMade,68,2,3,1,86,1.0869565217391304,0.23201856148491878,24,1,1
Good,57,319,8,15,4,Never,80,LastYear,6,5,18,2,20,InLastMonth,noInqueryMade,103,3,None,1,80,1.0869565217391304,1.8181818181818181,78,1,1
Bad,64,227,1,74,33,OnceOrTwice,98,LastYear,0,5,43,5,26,Never,noInqueryMade,31,10,4,3,79,1.0869565217391304,0.23201856148491878,24,0,0
Good,79,193,18,100,24,,96,2years+,6,6,34,0,40,LastYear,unknown,16,3,None,0,44,0.6172839506172839,2.380952380952381,30,0,0
Good,85,176,3,95,12,,100,Unknown,7,8,14,1,21,Never,unknown,26,3,unknown,0,100,0.21739130434782608,0.23201856148491878,15,0,0
Good,83,159,10,66,23,,96,2years+,6,6,25,3,32,6-12months,unknown,7,2,1,0,80,0.6172839506172839,2.7027027027027026,8,0,0
Good,60,264,8,87,21,OnceOrTwice,77,InLast6Months,3,5,26,1,50,InLast6Months,noInqueryMade,12,1,1,0,75,0.7575757575757576,0.6896551724137931,20,1,0
Good,79,116,2,38,14,,100,Unknown,7,8,16,3,13,InLast6Months,noInqueryMade,7,2,1,0,44,0.21739130434782608,0.6896551724137931,13,0,0
Good,69,127,1,57,16,,94,6-12months,4,6,18,2,28,Never,OneOrTwo,28,3,2,0,60,1.5625,0.23201856148491878,12,0,0
Bad,50,144,7,74,36,OnceOrTwice,86,InLastMonth,0,2,42,1,52,Never,unknown,92,7,3,2,92,3.7037037037037033,0.23201856148491878,15,1,1
Good,78,175,17,88,39,,100,Unknown,7,8,40,0,70,InLast6Months,noInqueryMade,33,3,1,1,83,0.21739130434782608,0.6896551724137931,3,0,0
Good,84,162,11,75,16,,100,Unknown,7,8,16,1,31,Never,unknown,8,3,1,0,75,0.21739130434782608,0.23201856148491878,0,0,0
Bad,54,316,15,116,16,OnceOrTwice,57,InLast6Months,2,4,21,0,14,Never,OneOrTwo,28,4,unknown,0,50,0.7575757575757576,0.23201856148491878,24,1,0
Good,72,103,8,45,20,,100,Unknown,7,8,21,2,52,Never,noInqueryMade,71,1,2,1,80,0.21739130434782608,0.23201856148491878,5,0,1
Bad,68,256,8,8,1,,100,Unknown,7,8,30,1,80,Never,UpTo5,33,3,None,0,100,0.21739130434782608,0.23201856148491878,97,0,0
Good,83,103,23,62,11,,100,Unknown,7,8,11,0,27,Unknown,unknown,5,1,1,0,60,0.21739130434782608,0.4273504273504274,0,0,0
Bad,75,170,8,62,22,,100,Unknown,7,8,24,4,54,Never,OneOrTwo,27,3,5OrMore,1,69,0.21739130434782608,0.23201856148491878,9,0,0
Bad,80,182,5,44,18,Never,95,2years+,6,2,19,4,32,InLast6Months,unknown,6,2,2,0,56,0.6172839506172839,0.6896551724137931,6,0,0
Bad,74,150,3,88,21,Never,88,InLast6Months,4,2,24,1,25,Unknown,noInqueryMade,1,3,unknown,0,43,0.7575757575757576,0.4273504273504274,13,1,0
Bad,76,134,11,67,28,,100,Unknown,7,8,28,1,21,Unknown,unknown,62,3,1,1,83,0.21739130434782608,0.4273504273504274,0,0,1
Bad,58,53,4,21,12,,100,Unknown,7,8,12,3,33,Never,OneOrTwo,93,5,None,2,75,0.21739130434782608,0.23201856148491878,0,0,1
Good,88,146,16,56,10,,100,Unknown,7,8,13,0,10,LastYear,unknown,16,1,unknown,0,17,0.21739130434782608,2.380952380952381,24,0,0
Bad,59,153,18,89,31,OnceOrTwice,79,Never,4,5,38,0,24,Unknown,unknown,61,9,1,2,79,14.285714285714285,0.4273504273504274,19,1,1
Good,87,367,10,150,26,,100,Unknown,7,8,27,2,44,LastYear,unknown,2,5,1,0,58,0.21739130434782608,2.380952380952381,4,0,0
Bad,75,175,2,70,13,Never,93,2years+,6,2,15,1,53,Never,noInqueryMade,57,1,2,0,57,0.6172839506172839,0.23201856148491878,14,0,1
Bad,63,154,20,85,21,OnceOrTwice,92,InLast6Months,4,6,25,0,21,InLastMonth,OneOrTwo,92,3,None,1,100,0.7575757575757576,1.8181818181818181,16,0,1
Bad,60,147,2,107,7,3-5,89,2years+,0,2,12,1,33,Never,UpTo5,1,1,unknown,1,50,0.6172839506172839,0.23201856148491878,42,1,0
Bad,75,41,25,41,1,,100,Unknown,7,8,1,0,80,InLast6Months,noInqueryMade,33,3,None,0,100,0.21739130434782608,0.6896551724137931,0,0,0
Good,60,236,3,83,41,Never,86,LastYear,6,5,31,1,30,InLastMonth,OneOrTwo,82,6,1,3,75,1.0869565217391304,1.8181818181818181,-32,1,1
Good,72,349,8,142,32,,82,2years+,6,6,34,2,26,Never,noInqueryMade,1,1,3,0,30,0.6172839506172839,0.23201856148491878,6,1,0
Good,67,94,4,55,36,Never,95,2years+,6,2,38,4,32,Never,UpTo5,12,5,3,1,64,0.6172839506172839,0.23201856148491878,6,0,0
Bad,59,66,1,42,22,Never,71,InLast6Months,3,5,3,2,21,Never,UpTo5,16,3,3,0,44,0.7575757575757576,0.23201856148491878,-633,1,0
Good,84,204,5,58,24,,100,Unknown,7,8,26,5,38,InLastMonth,OneOrTwo,2,4,1,0,46,0.21739130434782608,1.8181818181818181,8,0,0
Good,70,210,9,65,10,OnceOrTwice,90,LastYear,6,6,10,1,40,Unknown,unknown,40,3,2,1,86,1.0869565217391304,0.4273504273504274,0,0,0
Bad,81,170,7,72,6,,100,Unknown,7,8,6,1,0,Never,unknown,19,4,unknown,1,67,0.21739130434782608,0.23201856148491878,0,0,0
Bad,70,211,4,80,10,,90,6-12months,4,6,10,4,10,Never,OneOrTwo,51,5,unknown,1,63,1.5625,0.23201856148491878,0,0,0
Bad,61,192,6,58,22,,70,InLast6Months,4,6,23,4,57,InLast6Months,unknown,41,2,3,0,60,0.7575757575757576,0.6896551724137931,5,1,0
Bad,64,112,3,37,15,,93,LastYear,6,6,15,4,33,Never,noInqueryMade,38,2,2,1,45,1.0869565217391304,0.23201856148491878,0,0,0
Bad,67,136,25,85,14,,86,Unknown,6,6,14,0,43,Never,noInqueryMade,97,4,None,4,100,0.21739130434782608,0.23201856148491878,0,1,1
Good,68,158,2,63,42,Never,91,InLast6Months,4,4,47,5,40,Never,OneOrTwo,5,4,3,0,57,0.7575757575757576,0.23201856148491878,11,0,0
Good,69,108,7,60,30,,100,Unknown,7,8,30,1,30,Never,noInqueryMade,71,7,3,4,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,62,438,5,74,27,Never,93,InLast6Months,1,3,55,3,31,Never,OneOrTwo,10,3,1,0,50,0.7575757575757576,0.23201856148491878,51,0,0
Bad,54,366,5,74,27,,93,InLast6Months,4,6,27,2,4,Never,noInqueryMade,87,9,unknown,5,100,0.7575757575757576,0.23201856148491878,0,0,1
Good,91,359,25,150,11,,100,Unknown,7,8,11,0,18,Unknown,unknown,5,3,None,0,67,0.21739130434782608,0.4273504273504274,0,0,0
Good,73,325,1,77,17,,100,Unknown,7,8,19,3,32,Never,unknown,70,2,1,2,63,0.21739130434782608,0.23201856148491878,11,0,1
Bad,73,133,0,58,2,Never,100,Unknown,6,7,3,4,20,Unknown,UpTo10,18,3,unknown,0,75,0.21739130434782608,0.4273504273504274,34,0,0
Good,79,247,0,75,47,,100,Unknown,7,8,50,3,14,Never,OneOrTwo,41,6,1,1,100,0.21739130434782608,0.23201856148491878,6,0,0
Bad,65,122,6,53,28,,100,Unknown,7,8,35,6,24,Never,UpTo5,72,5,None,5,67,0.21739130434782608,0.23201856148491878,20,0,1
Bad,83,282,17,70,19,,100,Unknown,7,8,19,0,32,Never,unknown,5,3,1,0,56,0.21739130434782608,0.23201856148491878,0,0,0
Bad,84,146,12,80,22,,95,2years+,6,6,22,0,0,InLastMonth,OneOrTwo,0,0,unknown,0,0,0.6172839506172839,1.8181818181818181,0,0,0
Bad,63,170,2,76,53,OnceOrTwice,94,LastYear,5,2,55,4,44,Never,UpTo5,34,6,1,2,57,1.0869565217391304,0.23201856148491878,4,0,0
Bad,87,194,14,102,13,,100,Unknown,7,8,13,0,54,Unknown,unknown,25,1,None,0,50,0.21739130434782608,0.4273504273504274,0,0,0
Bad,81,246,4,62,7,,100,Unknown,7,8,9,2,78,Never,OneOrTwo,9,1,2,0,100,0.21739130434782608,0.23201856148491878,23,0,0
Good,89,219,2,75,11,,100,Unknown,7,8,12,1,17,Never,unknown,4,3,None,0,57,0.21739130434782608,0.23201856148491878,9,0,0
Good,77,266,2,69,12,,100,Unknown,6,7,14,4,46,Never,UpTo5,73,4,2,1,78,0.21739130434782608,0.23201856148491878,15,0,1
Good,79,242,21,99,33,,100,Unknown,7,8,35,0,34,LastYear,unknown,33,8,1,2,53,0.21739130434782608,2.380952380952381,6,0,0
Bad,88,367,25,150,26,,100,Unknown,7,8,26,0,19,Never,unknown,1,1,None,0,25,0.21739130434782608,0.23201856148491878,0,0,0
Bad,62,194,2,14,3,,100,Unknown,7,8,0,3,0,Never,noInqueryMade,61,4,unknown,2,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,67,22,2,13,4,,100,Unknown,7,8,5,2,40,Unknown,noInqueryMade,71,1,1,0,75,0.21739130434782608,0.4273504273504274,20,0,1
Bad,54,324,3,79,22,3-5,70,InLast6Months,0,2,37,2,37,Unknown,OneOrTwo,12,3,3,0,78,0.7575757575757576,0.4273504273504274,41,1,0
Bad,64,131,3,48,13,,92,InLast6Months,4,6,13,3,23,Never,noInqueryMade,85,5,None,2,86,0.7575757575757576,0.23201856148491878,0,0,1
Good,88,342,25,150,7,,100,Unknown,7,8,7,0,0,Never,unknown,12,3,unknown,0,60,0.21739130434782608,0.23201856148491878,0,0,0
Bad,76,108,14,58,18,Never,95,2years+,6,5,19,0,42,Never,unknown,20,4,1,1,86,0.6172839506172839,0.23201856148491878,6,0,0
Bad,66,77,5,25,8,,100,Unknown,7,8,8,5,13,Never,noInqueryMade,93,5,None,1,100,0.21739130434782608,0.23201856148491878,0,0,1
Bad,58,126,8,58,3,OnceOrTwice,75,2years+,6,2,5,2,50,Never,noInqueryMade,33,3,1,0,100,0.6172839506172839,0.23201856148491878,40,1,0
Good,82,108,7,47,10,,100,Unknown,7,8,2,2,20,LastYear,unknown,19,2,None,0,60,0.21739130434782608,2.380952380952381,-400,0,0
Good,84,172,3,110,28,,100,Unknown,7,8,8,3,37,6-12months,unknown,23,8,2,0,86,0.21739130434782608,2.7027027027027026,-250,0,0
Good,75,176,5,69,44,,100,Unknown,7,8,44,3,18,InLast6Months,unknown,34,2,2,0,56,0.21739130434782608,0.6896551724137931,0,0,0
Good,89,168,22,85,31,,100,Unknown,7,8,33,0,36,LastYear,unknown,2,2,None,0,33,0.21739130434782608,2.380952380952381,7,0,0
Bad,74,148,3,47,24,,100,Unknown,7,8,55,6,32,Unknown,noInqueryMade,0,0,3,0,40,0.21739130434782608,0.4273504273504274,57,0,0
Good,76,183,1,65,30,,100,Unknown,7,8,32,3,19,Unknown,OneOrTwo,21,3,1,0,50,0.21739130434782608,0.4273504273504274,7,0,0
Good,77,210,6,85,36,,100,Unknown,7,8,39,1,19,Unknown,noInqueryMade,30,3,1,1,31,0.21739130434782608,0.4273504273504274,8,0,0
Good,79,175,1,59,21,,100,Unknown,7,8,22,2,68,InLastMonth,noInqueryMade,46,2,2,1,71,0.21739130434782608,1.8181818181818181,5,0,0
Bad,73,203,4,90,34,Never,100,Unknown,6,8,34,3,12,InLast6Months,unknown,1,5,None,0,50,0.21739130434782608,0.6896551724137931,0,0,0
Good,74,194,4,100,8,Never,88,2years+,6,6,0,1,13,InLast6Months,noInqueryMade,2,1,None,0,43,0.6172839506172839,0.6896551724137931,0,1,0
Good,81,168,4,99,13,,71,2years+,6,6,17,1,65,Never,unknown,10,1,1,0,75,0.6172839506172839,0.23201856148491878,24,1,0
Good,85,251,3,66,53,,100,Unknown,7,8,55,4,26,Never,UpTo5,1,7,None,0,36,0.21739130434782608,0.23201856148491878,4,0,0
Bad,77,291,3,116,14,,100,Unknown,7,8,14,1,36,Never,UpTo5,45,6,2,2,75,0.21739130434782608,0.23201856148491878,0,0,0
Good,70,300,2,68,33,,94,6-12months,6,6,34,1,26,Never,OneOrTwo,4,5,4,4,69,1.5625,0.23201856148491878,3,0,0
Bad,81,176,5,78,37,,100,Unknown,7,8,36,4,37,Unknown,OneOrTwo,0,2,2,0,42,0.21739130434782608,0.4273504273504274,-2,0,0
Bad,74,450,4,150,20,,95,2years+,6,6,20,2,25,InLast6Months,unknown,43,7,2,1,71,0.6172839506172839,0.6896551724137931,0,0,0
Good,82,364,25,126,26,,96,2years+,6,6,27,0,15,Unknown,noInqueryMade,15,7,2,1,63,0.6172839506172839,0.4273504273504274,4,0,0
Good,75,254,4,60,9,,100,Unknown,7,8,9,2,44,Never,noInqueryMade,60,2,1,0,80,0.21739130434782608,0.23201856148491878,0,0,1
Bad,55,241,5,89,11,OnceOrTwice,71,InLast6Months,4,3,14,1,64,Never,noInqueryMade,78,3,1,1,83,0.7575757575757576,0.23201856148491878,22,1,1
Good,91,284,25,117,12,,100,Unknown,7,8,12,0,33,Unknown,unknown,2,2,None,0,50,0.21739130434782608,0.4273504273504274,0,0,0
Good,80,446,25,150,16,Never,100,Unknown,6,8,17,0,24,Unknown,unknown,0,1,None,0,50,0.21739130434782608,0.4273504273504274,6,0,0
Good,82,118,2,48,15,,100,Unknown,7,8,18,2,24,InLast6Months,OneOrTwo,0,0,None,0,33,0.21739130434782608,0.6896551724137931,17,0,0
Bad,58,272,6,52,21,Never,95,2years+,6,5,22,6,32,InLastMonth,UpTo10,76,8,2,3,86,0.6172839506172839,1.8181818181818181,5,0,1
Good,65,185,3,66,11,OnceOrTwice,92,2years+,6,3,12,4,17,Unknown,noInqueryMade,65,3,1,1,63,0.6172839506172839,0.4273504273504274,9,0,1
Good,79,199,12,87,12,,92,6-12months,4,6,14,0,17,Unknown,unknown,1,3,None,0,67,1.5625,0.4273504273504274,15,0,0
Good,67,94,14,43,5,Never,86,2years+,6,5,7,0,14,Never,unknown,54,4,unknown,2,80,0.6172839506172839,0.23201856148491878,29,1,0
Bad,67,194,3,51,7,OnceOrTwice,75,LastYear,6,2,0,1,13,InLast6Months,noInqueryMade,16,3,unknown,0,75,1.0869565217391304,0.6896551724137931,29,1,0
Good,72,29,3,20,11,,100,Unknown,7,8,11,3,18,Never,OneOrTwo,6,3,None,0,44,0.21739130434782608,0.23201856148491878,0,0,0
Bad,67,258,1,101,53,,95,2years+,6,6,55,4,33,Never,UpTo10,36,7,2,0,59,0.6172839506172839,0.23201856148491878,4,0,0
Bad,65,194,1,6,2,,100,Unknown,7,8,0,2,67,Unknown,UpTo5,25,1,1,0,100,0.21739130434782608,0.4273504273504274,4,0,0
Good,79,444,1,126,19,Never,95,2years+,6,2,22,2,45,InLast6Months,noInqueryMade,4,3,1,0,63,0.6172839506172839,0.6896551724137931,14,0,0
Good,85,226,2,84,14,,100,Unknown,7,8,27,1,13,InLast6Months,noInqueryMade,6,6,unknown,0,75,0.21739130434782608,0.6896551724137931,49,0,0
Bad,62,207,6,61,17,Never,95,LastYear,6,3,19,1,11,Never,OneOrTwo,82,10,unknown,5,81,1.0869565217391304,0.23201856148491878,11,0,1
Bad,59,107,3,42,25,,96,InLast6Months,4,6,8,5,12,InLastMonth,OneOrTwo,48,7,1,2,50,0.7575757575757576,1.8181818181818181,-212,0,0
Good,84,196,11,84,18,,100,Unknown,7,8,4,1,47,Unknown,unknown,0,1,2,0,67,0.21739130434782608,0.4273504273504274,-350,0,0
Good,87,146,6,85,6,,100,Unknown,7,8,6,1,50,InLast6Months,unknown,14,1,1,0,75,0.21739130434782608,0.6896551724137931,0,0,0
Good,56,194,9,80,19,3-5,71,InLastMonth,3,4,0,2,33,LastYear,unknown,46,6,3,2,73,3.7037037037037033,2.380952380952381,0,1,0
Bad,73,144,25,96,13,,85,2years+,6,6,13,0,8,Never,unknown,40,10,None,1,85,0.6172839506172839,0.23201856148491878,0,1,0
Good,75,264,7,89,53,,98,LastYear,6,6,55,1,36,Never,noInqueryMade,33,5,3,1,67,1.0869565217391304,0.23201856148491878,4,0,0
Good,62,323,1,104,14,6+,100,Unknown,0,8,24,2,18,Never,noInqueryMade,4,3,None,0,36,0.21739130434782608,0.23201856148491878,42,0,0
Bad,71,115,25,78,3,,100,Unknown,9,8,3,0,80,Never,unknown,33,3,unknown,0,65,0.21739130434782608,0.23201856148491878,0,0,0
Good,84,179,3,99,15,,93,2years+,6,6,15,2,33,Unknown,unknown,18,3,1,1,63,0.6172839506172839,0.4273504273504274,0,0,0
Good,92,152,15,150,14,,100,Unknown,7,8,15,0,47,Unknown,unknown,7,2,1,0,80,0.21739130434782608,0.4273504273504274,7,0,0
Bad,66,190,2,73,25,3-5,88,2years+,6,2,35,3,59,Never,OneOrTwo,94,4,3,1,100,0.6172839506172839,0.23201856148491878,29,1,1
Bad,76,208,3,61,19,,95,LastYear,6,6,21,3,38,Never,OneOrTwo,21,5,3,1,67,1.0869565217391304,0.23201856148491878,10,0,0
Good,84,144,8,64,16,,100,Unknown,7,8,16,1,44,Unknown,unknown,16,3,1,0,86,0.21739130434782608,0.4273504273504274,0,0,0
Bad,58,149,4,64,30,,93,2years+,6,6,30,3,37,Never,OneOrTwo,90,7,5OrMore,4,83,0.6172839506172839,0.23201856148491878,0,0,1
Bad,78,125,4,79,30,Never,97,2years+,6,4,23,3,26,InLast6Months,unknown,7,2,None,0,23,0.6172839506172839,0.6896551724137931,-30,0,0
Bad,86,317,17,95,12,,92,2years+,6,6,13,0,0,Never,unknown,7,3,unknown,0,80,0.6172839506172839,0.23201856148491878,8,0,0
Good,66,286,8,122,40,,89,2years+,6,6,44,1,57,Never,unknown,100,2,2,1,100,0.6172839506172839,0.23201856148491878,10,1,1
Good,63,41,15,103,17,,88,InLast6Months,4,6,10,0,29,Unknown,noInqueryMade,36,2,None,2,43,0.7575757575757576,0.4273504273504274,-70,1,0
Bad,57,331,25,150,11,,75,InLast6Months,4,6,12,0,25,Unknown,OneOrTwo,77,4,1,3,86,0.7575757575757576,0.4273504273504274,9,1,1
Bad,65,450,12,97,44,,89,InLastMonth,4,6,47,0,32,Never,UpTo10,63,9,unknown,5,60,3.7037037037037033,0.23201856148491878,7,1,1
Good,66,105,8,46,20,,100,Unknown,7,8,20,1,20,Never,noInqueryMade,78,5,1,4,73,0.21739130434782608,0.23201856148491878,0,0,1
Good,93,317,25,150,4,,100,Unknown,7,8,4,0,25,Never,unknown,1,2,unknown,0,100,0.21739130434782608,0.23201856148491878,0,0,0
Good,83,227,13,95,18,,100,Unknown,7,8,19,0,37,Never,unknown,26,2,1,0,50,0.21739130434782608,0.23201856148491878,6,0,0
Bad,55,258,8,51,28,,93,InLast6Months,4,6,22,2,38,Unknown,noInqueryMade,55,9,2,5,71,0.7575757575757576,0.4273504273504274,-27,0,1
Bad,61,197,25,81,21,OnceOrTwice,79,6-12months,4,6,24,0,46,Never,noInqueryMade,80,4,1,2,78,1.5625,0.23201856148491878,13,1,1
Good,83,185,5,70,19,,95,2years+,6,6,18,2,37,InLast6Months,unknown,14,1,1,0,60,0.6172839506172839,0.6896551724137931,-5,0,0
Bad,55,208,6,75,49,Never,94,InLastMonth,4,6,50,1,20,Never,unknown,5,4,2,1,41,3.7037037037037033,0.23201856148491878,2,0,0
Good,77,149,3,69,18,,94,InLast6Months,4,6,18,2,72,6-12months,unknown,13,1,3,0,71,0.7575757575757576,2.7027027027027026,0,0,0
Good,77,298,23,150,12,Never,100,Unknown,6,8,12,0,33,Never,OneOrTwo,3,2,None,0,67,0.21739130434782608,0.23201856148491878,0,0,0
Bad,75,382,25,123,13,,92,LastYear,6,6,13,0,8,Unknown,unknown,31,4,unknown,1,67,1.0869565217391304,0.4273504273504274,0,0,0
Good,70,181,5,65,53,,97,2years+,6,6,55,6,39,Unknown,UpTo5,4,3,5OrMore,1,50,0.6172839506172839,0.4273504273504274,4,0,0
Good,84,169,3,79,19,,100,Unknown,7,8,19,1,58,InLast6Months,noInqueryMade,2,3,2,1,100,0.21739130434782608,0.6896551724137931,0,0,0
Bad,75,177,2,84,28,,100,Unknown,7,8,31,3,32,Unknown,unknown,44,6,2,3,77,0.21739130434782608,0.4273504273504274,10,0,0
Good,82,336,25,142,15,,100,Unknown,7,8,15,0,13,Never,noInqueryMade,29,4,unknown,1,57,0.21739130434782608,0.23201856148491878,0,0,0
Good,84,127,16,72,8,,100,Unknown,7,8,8,0,75,InLast6Months,unknown,13,1,3,0,100,0.21739130434782608,0.6896551724137931,0,0,0
Bad,61,350,5,92,33,OnceOrTwice,86,InLastMonth,3,5,36,5,25,Never,noInqueryMade,43,6,2,1,53,3.7037037037037033,0.23201856148491878,9,1,0
Good,87,270,17,96,19,,100,Unknown,7,8,51,0,45,Unknown,unknown,8,3,2,0,67,0.21739130434782608,0.4273504273504274,63,0,0
Bad,68,329,2,80,32,Never,91,2years+,6,6,34,3,33,Never,UpTo10,31,7,None,2,57,0.6172839506172839,0.23201856148491878,6,0,0
Bad,62,168,1,67,16,OnceOrTwice,89,InLast6Months,0,2,20,1,42,LastYear,unknown,89,2,1,1,83,0.7575757575757576,2.380952380952381,20,1,1
Bad,64,260,1,61,17,Never,95,InLast6Months,2,4,23,5,26,Unknown,unknown,68,3,1,1,71,0.7575757575757576,0.4273504273504274,27,0,1
Bad,64,220,4,86,42,Never,98,LastYear,0,6,45,2,9,Never,OneOrTwo,51,8,None,5,39,1.0869565217391304,0.23201856148491878,7,0,0
Good,84,149,7,80,18,,100,Unknown,7,8,38,2,28,InLastMonth,noInqueryMade,2,1,1,0,38,0.21739130434782608,1.8181818181818181,53,0,0
Bad,74,265,3,69,34,,92,2years+,6,6,37,3,44,Never,OneOrTwo,68,4,2,2,78,0.6172839506172839,0.23201856148491878,9,0,1
Bad,58,206,3,81,32,OnceOrTwice,91,2years+,6,5,34,1,50,InLastMonth,OneOrTwo,54,4,1,1,64,0.6172839506172839,1.8181818181818181,6,0,0
Good,78,292,15,113,26,,100,Unknown,7,8,26,0,35,InLastMonth,noInqueryMade,24,3,3,1,62,0.21739130434782608,1.8181818181818181,0,0,0
Bad,70,73,1,33,8,,100,Unknown,7,8,9,2,0,Never,OneOrTwo,67,5,unknown,2,83,0.21739130434782608,0.23201856148491878,12,0,1
Good,86,225,4,79,14,,100,Unknown,7,8,14,1,14,InLast6Months,unknown,15,2,unknown,0,29,0.21739130434782608,0.6896551724137931,0,0,0
Bad,68,148,4,22,7,,100,Unknown,7,8,18,1,43,Never,noInqueryMade,54,4,None,2,100,0.21739130434782608,0.23201856148491878,62,0,0
Bad,65,64,6,40,14,,100,Unknown,7,8,14,1,36,Never,noInqueryMade,95,3,1,3,86,0.21739130434782608,0.23201856148491878,0,0,1
Good,73,136,6,51,15,,100,Unknown,7,8,16,3,38,InLastMonth,OneOrTwo,31,3,None,1,50,0.21739130434782608,1.8181818181818181,7,0,0
Good,67,44,21,96,6,OnceOrTwice,50,2years+,6,2,14,0,0,Never,OneOrTwo,65,4,unknown,2,80,0.6172839506172839,0.23201856148491878,58,1,1
Bad,81,160,6,67,33,,100,Unknown,7,8,33,2,21,Never,unknown,15,2,2,0,43,0.21739130434782608,0.23201856148491878,0,0,0
